ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
200201;LFBD;LC;I;B;9;1531;1531;0,009;0,044;0,003;0,001
200201;LFBD;LC;I;C;1;0;0;0,003;0,006;0,000;0,000
200201;LFBD;MC;I;A;833;17039;17119;0,228;0,740;0,104;0,036
200201;LFBD;MC;I;B;248;20530;21888;0,165;0,673;0,069;0,026
200201;LFBD;MC;I;C;11;471;471;0,022;0,121;0,007;0,003
200201;LFBD;LC;O;C;1;0;1100;0,006;0,048;0,001;0,001
200201;LFBD;CC;M;A;7;300;300;0,001;0,001;0,000;0,000
200201;LFBD;CC;M;B;1077;116283;126915;1,107;5,685;0,297;0,176
200201;LFBD;CC;M;C;7;713;722;0,018;0,108;0,006;0,003
200201;LFBD;CC;M;A;1476;34031;34051;0,401;1,240;0,305;0,064
200201;LFBD;CC;M;B;345;20492;23964;0,344;1,348;0,149;0,055
200201;LFBD;CC;M;C;2;0;0;0,002;0,008;0,000;0,000
200201;LFBO;LC;I;A;1;4;4;0,000;0,000;0,000;0,000
200201;LFBO;LC;I;B;16;2844;2844;0,017;0,088;0,005;0,003
200201;LFBO;LC;I;C;1;0;54;0,006;0,048;0,001;0,001
200201;LFBO;MC;I;A;1868;54914;56443;0,348;0,973;0,255;0,055
200201;LFBO;MC;I;B;354;41091;41525;0,329;1,592;0,085;0,052
200201;LFBO;MC;I;C;174;25467;38373;0,346;1,999;0,159;0,055
200201;LFBO;CC;M;A;107;483;4160;0,013;0,024;0,024;0,002
200201;LFBO;CC;M;B;2361;223501;234570;2,330;9,957;0,624;0,370
200201;LFBO;CC;M;C;40;0;7799;0,079;0,442;0,016;0,013
200201;LFBO;CC;M;A;1625;40799;40950;0,523;1,435;0,367;0,083
200201;LFBO;CC;M;B;265;17280;18638;0,189;0,798;0,084;0,030
200201;LFBO;CC;M;C;40;0;6347;0,086;0,464;0,056;0,014
200201;LFLL;LC;I;B;8;1247;1247;0,008;0,042;0,004;0,001
200201;LFLL;LC;I;C;4;520;520;0,006;0,017;0,007;0,001
200201;LFLL;MC;I;A;3686;94885;95939;1,280;3,538;0,544;0,203
