ANMOIS;APT;FSC;ZON;CAT;MVT;PAX;PEQ;CO2;NOX;COVNM;TSP
201501;LFBD;LC;I;B;10;1762;1762;0,011;0,053;0,001;0,002
201501;LFBD;MC;I;A;195;6340;6347;0,074;0,228;0,047;0,012
201501;LFBD;MC;I;B;912;97481;97678;0,774;3,140;0,170;0,123
201501;LFBD;MC;I;C;44;240;2956;0,076;0,381;0,015;0,012
201501;LFBD;CC;M;A;2;78;78;0,001;0,003;0,000;0,000
201501;LFBD;CC;M;B;855;124218;126526;0,936;4,981;0,195;0,148
201501;LFBD;CC;M;A;577;18980;18984;0,226;0,750;0,050;0,036
201501;LFBD;CC;M;B;727;70191;70210;0,561;2,153;0,136;0,089
201501;LFBD;CC;M;C;42;0;2775;0,079;0,437;0,041;0,013
201501;LFBO;LC;I;A;1;4;4;0,000;0,001;0,000;0,000
201501;LFBO;LC;I;B;10;1379;1379;0,012;0,054;0,001;0,002
201501;LFBO;LC;I;C;16;3062;5039;0,048;0,241;0,023;0,008
201501;LFBO;MC;I;A;712;24521;25426;0,176;0,527;0,138;0,028
201501;LFBO;MC;I;B;1790;153183;154248;1,420;5,539;0,375;0,225
201501;LFBO;MC;I;C;181;2993;30503;0,400;2,124;0,240;0,064
201501;LFBO;CC;M;A;34;29;881;0,007;0,020;0,011;0,001
201501;LFBO;CC;M;B;1935;256076;263375;2,048;9,375;0,437;0,325
201501;LFBO;CC;M;C;8;1970;1988;0,022;0,150;0,018;0,004
201501;LFBO;CC;M;A;690;23004;23004;0,221;0,690;0,190;0,035
201501;LFBO;CC;M;B;721;68338;68344;0,642;2,562;0,208;0,102
201501;LFBO;CC;M;C;102;99;13338;0,182;0,951;0,116;0,029
201501;LFLL;LC;I;C;59;15437;22422;0,258;1,904;0,099;0,041
201501;LFLL;MC;I;A;1292;54187;54479;0,517;1,575;0,170;0,082
201501;LFLL;MC;I;B;2581;276701;279922;2,227;8,659;0,640;0,353
201501;LFLL;MC;I;C;147;6033;26274;0,317;1,611;0,157;0,050
201501;LFLL;CC;M;A;35;428;1054;0,013;0,035;0,015;0,002
201501;LFLL;CC;M;B;496;50815;54588;0,417;1,807;0,114;0,066
201501;LFLL;CC;M;A;1745;65828;65836;0,729;2,298;0,362;0,116
201501;LFLL;CC;M;B;1300;114724;114733;1,020;3,929;0,281;0,162
201501;LFLL;CC;M;C;69;1302;5430;0,149;0,895;0,063;0,024
201501;LFML;LC;I;A;3;20;20;0,001;0,003;0,001;0,000
201501;LFML;LC;I;C;8;1383;1432;0,023;0,132;0,011;0,004
201501;LFML;MC;I;A;763;24862;27085;0,247;0,748;0,150;0,039
201501;LFML;MC;I;B;2501;250826;253959;2,318;9,310;0,540;0,368
201501;LFML;MC;I;C;114;0;13211;0,220;1,110;0,077;0,035
201501;LFML;LC;O;C;24;6325;6354;0,081;0,513;0,018;0,013
201501;LFML;CC;M;A;3;9;64;0,001;0,003;0,002;0,000
201501;LFML;CC;M;B;1090;124566;138025;1,111;4,633;0,317;0,176
201501;LFML;CC;M;C;12;1000;1135;0,038;0,245;0,005;0,006
201501;LFML;CC;M;A;877;19240;21497;0,201;0,608;0,380;0,032
201501;LFML;CC;M;B;1215;102454;110552;1,172;4,600;0,359;0,186
201501;LFML;CC;M;C;79;1258;1623;0,147;0,805;0,065;0,023
201501;LFMN;LC;I;A;24;88;88;0,012;0,037;0,002;0,002
201501;LFMN;LC;I;B;6;5;5;0,005;0,022;0,001;0,001
201501;LFMN;LC;I;C;68;20395;26371;0,288;2,193;0,117;0,046
201501;LFMN;MC;I;A;2204;22327;22398;0,394;0,995;1,294;0,063
201501;LFMN;MC;I;B;2675;260837;261787;2,195;8,889;0,572;0,348
201501;LFMN;MC;I;C;7;294;424;0,011;0,046;0,002;0,002
201501;LFMN;CC;M;A;40;8;883;0,009;0,026;0,021;0,001
201501;LFMN;CC;M;B;1548;204730;205087;1,482;6,276;0,488;0,235
201501;LFMN;CC;M;A;1086;29597;29680;0,300;0,976;0,468;0,048
201501;LFMN;CC;M;B;619;60513;60750;0,540;2,168;0,208;0,086
201501;LFMN;CC;M;C;27;0;1159;0,044;0,258;0,008;0,007
201501;LFOB;MC;I;A;18;539;539;0,004;0,006;0,008;0,001
201501;LFOB;MC;I;B;2052;293626;293626;2,176;8,966;0,353;0,345
201501;LFOB;CC;M;B;27;3331;3331;0,033;0,136;0,006;0,005
201501;LFPG;LC;I;A;1;0;0;0,001;0,002;0,000;0,000
201501;LFPG;LC;I;B;139;11482;11752;0,196;0,705;0,068;0,031
201501;LFPG;LC;I;C;7887;1870491;2911118;34,760;204,128;16,747;5,518
201501;LFPG;MC;I;A;3481;167103;183401;1,553;4,434;0,824;0,246
201501;LFPG;MC;I;B;18287;2020231;2091521;20,802;77,496;9,551;3,302
201501;LFPG;MC;I;C;1612;130240;520474;4,918;25,339;2,039;0,781
201501;LFPG;LC;O;C;136;50790;62146;0,608;3,925;0,237;0,096
201501;LFPG;CC;M;A;819;36714;41763;0,474;1,334;0,271;0,075
201501;LFPG;CC;M;B;3358;379279;462214;3,961;14,921;1,778;0,629
201501;LFPG;CC;M;C;142;4639;25976;0,349;1,942;0,131;0,055
201501;LFPO;LC;I;B;42;5337;5370;0,048;0,180;0,008;0,008
201501;LFPO;LC;I;C;287;58673;74644;0,764;3,912;0,128;0,121
201501;LFPO;MC;I;A;600;19000;21086;0,152;0,330;0,236;0,024
201501;LFPO;MC;I;B;7238;878755;896827;7,531;31,362;1,853;1,195
201501;LFPO;MC;I;C;169;32043;41902;0,499;2,602;0,390;0,079
201501;LFPO;LC;O;C;806;290010;338923;3,159;19,574;0,884;0,501
201501;LFPO;CC;M;A;1915;64727;67337;0,532;1,730;0,799;0,084
201501;LFPO;CC;M;B;5961;705574;707505;5,754;24,551;1,451;0,913
201501;LFRS;LC;I;B;10;1175;1175;0,012;0,055;0,002;0,002
201501;LFRS;LC;I;C;9;3243;3243;0,025;0,182;0,018;0,004
201501;LFRS;MC;I;A;452;15925;17080;0,162;0,536;0,079;0,026
201501;LFRS;MC;I;B;659;77281;77333;0,626;2,571;0,137;0,099
201501;LFRS;MC;I;C;52;0;6430;0,093;0,478;0,025;0,015
201501;LFRS;CC;M;A;182;7462;7462;0,045;0,157;0,078;0,007
201501;LFRS;CC;M;B;259;30786;30808;0,225;1,055;0,079;0,036
201501;LFRS;CC;M;C;10;1382;1409;0,023;0,175;0,019;0,004
201501;LFRS;CC;M;A;760;29810;29810;0,304;1,070;0,099;0,048
201501;LFRS;CC;M;B;717;75170;75178;0,618;2,489;0,128;0,098
201501;LFRS;CC;M;C;43;87;762;0,065;0,373;0,013;0,010
201501;LFSB;LC;I;A;10;38;38;0,004;0,011;0,001;0,001
201501;LFSB;LC;I;B;7;1133;1133;0,008;0,034;0,001;0,001
201501;LFSB;LC;I;C;11;0;3202;0,065;0,508;0,025;0,010
201501;LFSB;MC;I;A;1194;35380;39788;0,267;0,800;0,183;0,042
201501;LFSB;MC;I;B;2690;306716;310970;2,260;9,106;0,639;0,359
201501;LFSB;MC;I;C;67;0;15837;0,161;0,854;0,025;0,026
201501;LFSB;CC;M;A;396;21297;21344;0,152;0,487;0,118;0,024
201501;LFSB;CC;M;B;21;1572;1572;0,014;0,056;0,002;0,002
201501;LFSB;CC;M;C;67;0;6482;0,103;0,727;0,004;0,016
201501;LFSB;CC;M;A;148;1420;1420;0,021;0,066;0,031;0,003
201501;LFSB;CC;M;B;144;19070;19070;0,132;0,521;0,058;0,021
201502;LFBD;LC;I;B;6;992;992;0,007;0,032;0,001;0,001
201502;LFBD;LC;I;C;3;1189;1189;0,008;0,069;0,005;0,001
201502;LFBD;MC;I;A;158;6070;6075;0,062;0,192;0,028;0,010
201502;LFBD;MC;I;B;926;107656;108126;0,790;3,222;0,179;0,125
201502;LFBD;MC;I;C;37;0;2682;0,063;0,317;0,011;0,010
201502;LFBD;LC;O;C;2;508;508;0,005;0,034;0,003;0,001
201502;LFBD;CC;M;B;848;122457;125405;0,934;4,985;0,190;0,148
201502;LFBD;CC;M;C;3;772;866;0,006;0,041;0,004;0,001
201502;LFBD;CC;M;A;627;20620;20620;0,249;0,827;0,052;0,039
201502;LFBD;CC;M;B;725;70666;70679;0,557;2,152;0,142;0,088
201502;LFBD;CC;M;C;41;0;2824;0,078;0,433;0,041;0,012
201502;LFBO;LC;I;A;4;10;10;0,002;0,004;0,002;0,000
201502;LFBO;LC;I;B;6;852;852;0,007;0,033;0,001;0,001
201502;LFBO;LC;I;C;10;1694;5183;0,030;0,124;0,013;0,005
201502;LFBO;MC;I;A;629;24827;25219;0,153;0,461;0,109;0,024
201502;LFBO;MC;I;B;1821;172613;173848;1,446;5,612;0,378;0,230
201502;LFBO;MC;I;C;174;2768;32143;0,403;2,103;0,233;0,064
201502;LFBO;CC;M;A;32;0;821;0,007;0,019;0,013;0,001
201502;LFBO;CC;M;B;1855;250812;257776;1,977;9,104;0,409;0,314
201502;LFBO;CC;M;C;4;918;939;0,013;0,103;0,009;0,002
201502;LFBO;CC;M;A;727;23712;23713;0,230;0,724;0,189;0,037
201502;LFBO;CC;M;B;771;74397;74406;0,679;2,745;0,217;0,108
201502;LFBO;CC;M;C;97;0;14103;0,171;0,837;0,120;0,027
201502;LFLL;LC;I;C;55;16418;23651;0,242;1,773;0,092;0,038
201502;LFLL;MC;I;A;1351;55213;55324;0,533;1,646;0,186;0,085
201502;LFLL;MC;I;B;2643;293761;297300;2,245;8,846;0,672;0,356
201502;LFLL;MC;I;C;119;3480;23661;0,240;1,227;0,122;0,038
201502;LFLL;CC;M;A;35;286;980;0,010;0,026;0,014;0,002
201502;LFLL;CC;M;B;511;47763;51148;0,433;1,877;0,124;0,069
201502;LFLL;CC;M;A;1928;68992;69001;0,816;2,601;0,387;0,129
201502;LFLL;CC;M;B;1331;114048;114059;1,038;4,060;0,292;0,165
201502;LFLL;CC;M;C;64;1237;5424;0,134;0,797;0,060;0,021
201502;LFML;LC;I;A;3;15;15;0,002;0,007;0,000;0,000
201502;LFML;LC;I;C;6;1205;1415;0,022;0,157;0,009;0,003
201502;LFML;MC;I;A;771;26500;29016;0,251;0,765;0,169;0,040
201502;LFML;MC;I;B;2315;246325;249234;2,125;8,562;0,505;0,337
201502;LFML;MC;I;C;117;0;13164;0,226;1,133;0,077;0,036
201502;LFML;LC;O;C;16;4154;4190;0,048;0,273;0,006;0,008
201502;LFML;CC;M;A;2;0;49;0,001;0,002;0,001;0,000
201502;LFML;CC;M;B;1086;117191;130387;1,104;4,534;0,291;0,175
201502;LFML;CC;M;C;13;1482;1482;0,038;0,219;0,010;0,006
201502;LFML;CC;M;A;894;20091;22618;0,217;0,660;0,414;0,034
201502;LFML;CC;M;B;1113;100973;108574;1,062;4,245;0,302;0,169
201502;LFML;CC;M;C;84;1351;1846;0,155;0,847;0,064;0,025
201502;LFMN;LC;I;A;25;91;91;0,016;0,055;0,003;0,003
201502;LFMN;LC;I;C;58;17807;23063;0,255;1,930;0,103;0,041
201502;LFMN;MC;I;A;2318;23672;23782;0,398;1,001;1,312;0,063
201502;LFMN;MC;I;B;2617;282607;283524;2,084;8,385;0,566;0,331
201502;LFMN;MC;I;C;7;166;290;0,017;0,092;0,007;0,003
201502;LFMN;CC;M;A;38;95;949;0,008;0,023;0,016;0,001
201502;LFMN;CC;M;B;1523;204428;204759;1,465;6,323;0,449;0,233
201502;LFMN;CC;M;A;997;29666;29749;0,268;0,864;0,403;0,043
201502;LFMN;CC;M;B;633;67140;67253;0,555;2,226;0,205;0,088
201502;LFMN;CC;M;C;37;18;1739;0,061;0,371;0,011;0,010
201502;LFOB;MC;I;A;16;649;649;0,003;0,006;0,007;0,001
201502;LFOB;MC;I;B;1858;282051;282051;1,978;8,203;0,317;0,314
201502;LFOB;CC;M;B;24;3454;3454;0,028;0,113;0,004;0,004
201502;LFPG;LC;I;A;1;0;0;0,001;0,003;0,000;0,000
201502;LFPG;LC;I;B;111;9006;9308;0,152;0,554;0,054;0,024
201502;LFPG;LC;I;C;7074;1653768;2682891;30,682;182,786;14,736;4,870
201502;LFPG;MC;I;A;3052;150042;164774;1,314;3,817;0,638;0,209
201502;LFPG;MC;I;B;17420;1993969;2066463;19,432;72,758;8,702;3,084
201502;LFPG;MC;I;C;1495;108171;480872;4,484;23,451;1,815;0,712
201502;LFPG;LC;O;C;107;37657;49579;0,464;3,010;0,169;0,074
201502;LFPG;CC;M;A;768;33553;39868;0,430;1,212;0,184;0,068
201502;LFPG;CC;M;B;3140;359111;437434;3,651;13,935;1,509;0,580
201502;LFPG;CC;M;C;136;5191;22165;0,328;1,876;0,127;0,052
201502;LFPO;LC;I;B;32;4494;4507;0,036;0,136;0,006;0,006
201502;LFPO;LC;I;C;242;55292;71290;0,697;3,595;0,118;0,111
201502;LFPO;MC;I;A;610;21040;23124;0,156;0,355;0,209;0,025
201502;LFPO;MC;I;B;6688;856408;875337;6,968;28,857;1,654;1,106
201502;LFPO;MC;I;C;142;24658;36488;0,389;2,097;0,241;0,062
201502;LFPO;LC;O;C;744;284503;331857;2,898;18,159;0,797;0,460
201502;LFPO;CC;M;A;1963;65446;68117;0,540;1,768;0,772;0,086
201502;LFPO;CC;M;B;6029;709254;711052;5,814;25,010;1,395;0,923
201502;LFRS;LC;I;B;10;1408;1408;0,012;0,053;0,001;0,002
201502;LFRS;LC;I;C;7;2598;2599;0,023;0,164;0,017;0,004
201502;LFRS;MC;I;A;469;17732;19063;0,163;0,537;0,086;0,026
201502;LFRS;MC;I;B;717;90253;90267;0,682;2,802;0,142;0,108
201502;LFRS;MC;I;C;53;252;6665;0,095;0,487;0,027;0,015
201502;LFRS;CC;M;A;164;6667;6667;0,040;0,140;0,065;0,006
201502;LFRS;CC;M;B;245;30650;30678;0,224;1,082;0,070;0,036
201502;LFRS;CC;M;C;6;1162;1162;0,011;0,083;0,010;0,002
201502;LFRS;CC;M;A;834;30683;30684;0,337;1,188;0,100;0,053
201502;LFRS;CC;M;B;697;77606;77606;0,593;2,375;0,125;0,094
201502;LFRS;CC;M;C;34;0;98;0,050;0,295;0,009;0,008
201502;LFSB;LC;I;A;3;11;11;0,001;0,004;0,000;0,000
201502;LFSB;LC;I;B;7;1143;1143;0,007;0,028;0,001;0,001
201502;LFSB;LC;I;C;21;0;5616;0,109;0,817;0,037;0,017
201502;LFSB;MC;I;A;1201;42295;45374;0,311;0,947;0,173;0,049
201502;LFSB;MC;I;B;2664;334224;339393;2,318;9,258;0,649;0,368
201502;LFSB;MC;I;C;78;873;15485;0,176;0,903;0,034;0,028
201502;LFSB;LC;O;C;1;273;273;0,003;0,020;0,002;0,000
201502;LFSB;CC;M;A;397;19040;19120;0,152;0,489;0,114;0,024
201502;LFSB;CC;M;B;44;2441;2569;0,024;0,086;0,002;0,004
201502;LFSB;CC;M;C;64;0;6271;0,099;0,711;0,004;0,016
201502;LFSB;CC;M;A;141;1449;1449;0,022;0,072;0,031;0,004
201502;LFSB;CC;M;B;190;26555;26555;0,174;0,673;0,059;0,028
201503;LFBD;LC;I;C;10;3851;3851;0,025;0,184;0,015;0,004
201503;LFBD;MC;I;A;169;6179;6192;0,059;0,175;0,035;0,009
201503;LFBD;MC;I;B;1167;131082;131330;0,992;4,029;0,238;0,157
201503;LFBD;MC;I;C;41;0;2955;0,073;0,390;0,021;0,012
201503;LFBD;CC;M;B;1034;143757;147626;1,131;5,977;0,221;0,180
201503;LFBD;CC;M;C;10;2448;2448;0,025;0,184;0,014;0,004
